Ticker,ScanDate,Score,MxV,RunUp,RSI,ATRX,REL_VOL,Gap,TypicalPriceDist,Volume,MarketCap,Float%,PriceToHigh,PriceTo52WHigh,ScanPrice,ScanChange%,IntraHigh,IntraLow,DayRunUp%,PeakScoreTime,PeakScorePrice,CurrentPrice,EntryChange%,MaxDrop%,BestDay,TP10_Hit,TP15_Hit,TP20_Hit,Volume_raw,MarketCap_raw,Float_pct_raw,PriceToHigh_raw,PriceTo52WHigh_raw,MxV_calc,REL_VOL_calc,Open_price_raw,PrevClose_raw,High_today_raw,Low_today_raw,TypicalPrice_raw,ATR14_raw,Week52High_raw,AvgVolume_raw,FloatShares_raw,SharesOutstanding_raw,ATRX_calc,RunUp_calc,Gap_calc,TypicalPriceDist_calc,cat_merger_acquisition,cat_fda_approval,cat_clinical_trial,cat_marketing_announcement,cat_earnings_report,cat_regulatory_compliance,cat_lawsuit,cat_share_dilution,cat_reverse_split,cat_no_clear_reason,D1_Gap%,FirstScanTime,LastScanTime,ScanCount,ScoreAtFirst,ScoreAtLast,ScoreMax,ScoreMin,ScoreStd,Score_I,Score_B,Score_C,Score_D,Score_E,Score_F,Score_G,Score_H,PeakScore,D0_Close,D0_Volume,D0_Drop%,IntraDay_TP10,SL_Hit_D0,MinToClose,D1_Open,D1_High,D1_Low,D1_Close,D2_Open,D2_High,D2_Low,D2_Close,SL_Hit_D5,IntraDay_SL,D0_Open,D0_High,D0_Low,D0_Drop%_from_High,Price_vs_SMA20,Consecutive_Up,RealFloat,RealFloat_M,Sector,Industry,MarketCapCategory,EntryScore,D3_Open,D3_High,D3_Low,D3_Close,D4_Open,D4_High,D4_Low,D4_Close,D5_Open,D5_High,D5_Low,D5_Close,audit_flag,Score_recalc_date,DaysSinceIPO,score_version
SKLZ,2026-04-23,71.35,-47.09,222.93,91.61,11.18,100.0,-1.63,0.37,nan,nan,80.28,-41.55,-41.55,11.69,217.66,nan,nan,nan,nan,nan,nan,nan,-52.52,4,1,1,1,22946606,182370000,nan,nan,nan,-47.09,100.0,3.62,3.68,20.0,3.25,11.6467,1.4977,20.0,101691,9770160,12170492,11.18,222.93,-1.63,0.37,0,0,0,0,0,0,0,0,0,1,-26.35,11:28,14:59,213,40.53,71.35,75.93,40.53,6.97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,8.61,9.16,7.23,7.86,8.24,8.97,6.3,6.34,0,0,3.3,19.99,3.3,-38.87,259.99,1,9770160,9.77,Communication Services,Electronic Gaming & Multimedia,Micro,nan,6.16,6.66,6.16,6.475,6.395,6.48,5.55,5.77,5.81,8.375,5.81,8.085,SUSPICIOUS,nan,2186.0,v2
SST,2026-04-23,72.98,-181.69,32.0,61.39,2.13,11.34,7.14,7.61,nan,nan,55.65,-8.55,-73.6,3.96,41.43,nan,nan,nan,nan,nan,nan,nan,-19.95,5,1,1,0,27877445,39190000,nan,nan,nan,-181.69,11.34,3.0,2.8,4.33,2.7502,3.6801,0.741,15.0,2458788,4498870,8083497,2.13,32.0,7.14,7.61,0,0,0,0,0,0,0,0,0,1,25.25,9:32,14:59,334,15.84,72.98,73.63,15.84,11.48,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.96,4.96,3.83,3.91,3.78,4.29,3.73,4.0,1,1,2.93,4.315,2.81,-10.78,32.76,1,4470336,4.47,Industrials,Specialty Business Services,Micro,nan,3.665,3.985,3.665,3.98,3.69,3.69,3.45,3.625,3.525,3.525,3.17,3.27,CLEAN,nan,2084.0,v2
TRT,2026-04-23,69.89,-240.89,10.73,88.33,5.05,100.0,33.17,-7.0,nan,nan,57.35,-25.5,-25.5,12.18,47.44,nan,nan,nan,nan,nan,nan,nan,-13.3,1,1,0,0,29823958,106560000,nan,nan,nan,-240.89,100.0,11.0,8.26,16.35,10.76,13.0967,1.1061,16.35,68772,5018080,8749616,5.05,10.73,33.17,-7.0,0,0,0,0,0,0,0,1,0,0,-2.63,8:45,14:59,374,20.87,69.89,92.23,20.87,14.91,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.86,18.95,10.56,16.41,14.21,15.49,12.73,14.19,1,1,10.93,16.34,10.865,-15.97,101.4,2,5023942,5.02,Technology,Semiconductor Equipment & Materials,Micro,nan,12.76,13.01,11.68,12.18,11.8,11.92,10.77,11.04,12.44,14.34,12.39,14.02,CLEAN,nan,12363.0,v2
AKAN,2026-04-24,75.28,-912.15,30.49,84.93,3.6,4.39,2.56,2.09,nan,nan,6.02,-16.94,-94.01,12.54,33.88,nan,nan,nan,nan,nan,nan,nan,-16.75,1,1,1,0,5415872,6710000,nan,nan,nan,-912.15,4.39,9.61,9.37,15.0982,9.21,12.2827,1.6379,209.2342,1234027,32174,534418,3.59,30.49,2.56,2.09,1,0,0,0,0,0,0,1,1,0,-8.53,13:23,14:59,94,49.04,75.28,87.33,44.59,16.14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.47,12.96,10.44,12.37,12.37,26.95,12.3,17.5,1,1,10.32,14.975,9.61,-18.2,313.07,0,32174,0.03,Healthcare,Drug Manufacturers - Specialty & Generic,Micro,nan,18.665,30.785,18.665,25.6,33.91,53.44,33.445,48.755,57.96,78.66,50,57.49,CLEAN,nan,1500,v2
ENVB,2026-04-24,71.43,-2088.71,24.08,79.91,5.03,12.69,1.24,-10.72,nan,nan,93.17,-35.91,-71.7,5.05,25.62,nan,nan,nan,nan,nan,nan,nan,-35.74,4,1,1,1,41303862,9530000,nan,nan,nan,-2088.71,12.69,4.07,4.02,7.88,4.04,5.6567,0.7634,17.844,3254258,1849841,1985535,5.03,24.08,1.24,-10.73,1,0,0,0,0,0,0,1,0,0,-5.15,9:03,14:59,357,28.44,71.43,94.41,28.44,9.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.79,6.47,4.79,5.08,5.33,5.755,4.91,5.41,1,1,4.11,7.84,4.11,-35.71,101.78,2,1849841,1.85,Healthcare,Biotechnology,Micro,nan,5.655,5.72,4.99,5.18,3.245,4.09,3.245,3.89,3.83,4.375,3.73,4.045,CLEAN,nan,4007,v2
TRT,2026-04-24,68.35,14.4,36.39,91.1,5.23,13.1,-13.86,6.02,nan,nan,57.42,-15.24,-15.24,16.19,17.49,nan,nan,nan,nan,nan,nan,nan,-33.48,3,1,1,1,7490291,141660000,nan,nan,nan,14.4,13.1,11.87,13.78,19.1,10.52,15.27,1.6403,19.1,571880,5023942,8749616,5.23,36.39,-13.86,6.02,0,0,0,0,0,0,0,1,0,0,-12.23,11:44,14:59,195,61.19,68.35,71.2,58.54,2.99,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14.21,15.49,12.73,14.19,12.76,13.01,11.68,12.18,0,0,11.855,18.95,10.565,-13.4,123.64,3,5023942,5.02,Technology,Semiconductor Equipment & Materials,Micro,nan,11.8,11.92,10.77,11.04,12.44,14.34,12.39,14.02,13.31,15.66,13.065,14.23,CLEAN,nan,12364,v2
HTCO,2026-04-27,77.48,-81.14,215.28,89.54,10.5,1.0,12.39,11.1,nan,nan,0.0,-27.69,-27.69,40.04,255.91,nan,nan,nan,nan,nan,nan,nan,-84.77,2,1,1,1,13376624,295690000,nan,nan,nan,-81.14,70.37,12.7,11.3,55.375,12.7,36.0383,4.0659,55.375,190095,2875426,7384865,10.5,215.28,12.39,11.1,0,0,0,0,0,0,0,0,0,1,-25.35,08:50,14:59,57,9.58,77.48,80.32,9.58,19.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,29.89,29.89,7.29,7.915,6.1,6.97,6.1,6.97,0,0,12.7,55.375,12.7,-31.97,236.62,1,2875426,2.88,Industrials,Marine Shipping,Micro,nan,6.95,7.05,6.95,7.05,6.5,7.86,6.5,7.86,8.96,12.96,7.15,7.32,SUSPICIOUS,nan,1672,v2
YAAS,2026-04-27,95.33,-1370.84,64.71,91.67,9.41,1.0,52.31,15.25,nan,nan,0.0,-6.11,-64.64,2.38,155.54,nan,nan,nan,nan,nan,nan,nan,-51.05,3,1,1,1,165500111,26780000,nan,nan,nan,-1370.84,100.0,1.445,0.9487,2.535,1.28,2.065,0.1333,6.73,58967,3324114,11252100,9.41,64.71,52.31,15.25,0,0,0,0,0,0,0,1,0,0,-38.24,14:51,14:59,9,95.33,95.33,95.33,95.33,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1.47,1.525,1.345,1.505,1.51,1.58,1.285,1.295,0,0,1.445,2.535,1.28,-8.09,128.74,0,3324114,3.32,Technology,Software - Application,Micro,nan,1.245,1.295,1.165,1.24,1.28,1.28,1.28,1.28,1.3,1.36,1.245,1.245,CLEAN,nan,492,v2
AKAN,2026-04-28,86.21,-1129.48,52.22,93.76,6.07,4.72,0.0,-2.74,nan,nan,6.02,-30.13,-30.13,18.83,55.62,nan,nan,nan,nan,nan,nan,nan,-0.9,1,0,0,0,6575075,10070000,nan,nan,nan,-1129.48,4.72,12.37,12.37,26.95,12.3,19.36,2.4124,26.95,1392396,32174,534418,6.07,52.22,0.0,-2.74,0,0,0,0,0,0,0,1,1,0,-0.9,12:08,14:59,171,47.35,86.21,96.52,47.12,9.32,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18.66,30.79,18.66,25.6,33.91,53.44,33.445,48.755,1,1,12.37,26.95,12.3,-35.06,297.9,2,32174,0.03,Healthcare,Drug Manufacturers - Specialty & Generic,Micro,nan,57.96,78.66,50,57.49,41.015,47.72,36.16,41.5,32.185,32.33,25.54,27.995,SUSPICIOUS,nan,1504,v2
SBLX,2026-04-28,65.68,-6178.82,16.36,69.41,6.75,100.0,6.75,-13.22,nan,nan,93.81,-37.4,-70.36,3.13,24.59,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91273542,4550000,nan,nan,nan,-6178.82,100.0,2.69,2.52,5.0,2.69,3.6067,0.3421,10.56,112847,1365865,1455975,6.75,16.36,6.75,-13.22,0,0,0,1,0,0,0,0,0,0,nan,10:48,14:59,189,85.33,65.68,94.0,28.15,9.41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2.69,5.0,2.69,-38.2,30.2,0,1365865,1.37,Consumer Cyclical,Auto Manufacturers,Micro,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,CLEAN,nan,2159,v2
AKAN,2026-04-29,83.64,-2152.48,35.76,95.89,3.8,7.94,6.66,1.64,nan,nan,6.02,-17.69,-17.69,25.34,44.88,nan,nan,nan,nan,nan,nan,nan,0.79,4,0,0,0,12044660,13550000,nan,nan,nan,-2152.48,7.94,18.665,17.5,30.785,18.665,24.93,3.189,30.785,1517020,32174,534418,3.8,35.76,6.66,1.64,0,0,0,0,0,0,0,1,1,0,33.82,08:46,14:59,371,58.37,83.64,92.43,27.24,15.84,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,33.91,53.44,33.45,48.76,57.96,78.66,50,57.49,1,1,18.665,30.785,18.665,-16.84,353.61,3,32174,0.03,Healthcare,Drug Manufacturers - Specialty & Generic,Micro,nan,41.015,47.72,36.16,41.5,32.185,32.33,25.54,27.995,27.005,33.8,26.525,27.41,CLEAN,nan,1505,v2
RDAC,2026-04-29,93.47,-147.8,91.37,99.34,10.08,100.0,95.4,9.94,nan,nan,54.21,-17.09,-17.09,19.52,298.37,nan,nan,nan,nan,nan,nan,nan,-58.25,3,1,1,1,14745850,116160000,nan,nan,nan,-147.8,100.0,10.2,5.22,23.545,10.2,17.755,1.3245,23.545,4145,3225934,5951030,10.08,91.37,95.4,9.94,0,0,0,0,0,0,0,0,0,1,-40.62,08:45,14:59,372,43.21,93.47,93.47,19.27,18.51,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,11.59,12.82,10.23,10.89,10.315,10.315,9.16,9.16,0,0,10.2,23.545,10.2,-5.71,268.8,0,3225934,3.23,Financial Services,Shell Companies,Micro,nan,11.83,11.83,8.15,8.15,8.705,8.705,8.52,8.52,8.52,8.52,8.52,8.52,SUSPICIOUS,nan,512,v2
AKAN,2026-04-30,94.03,-2670.75,45.71,98.12,4.04,8.61,32.46,8.76,nan,nan,6.02,-7.54,-7.54,49.41,90.11,nan,nan,nan,nan,nan,nan,nan,-48.31,3,1,1,1,14809876,26410000,nan,nan,nan,-2670.75,8.61,33.91,25.6,53.44,33.445,45.4317,4.9495,53.44,1719489,32174,534418,4.04,45.71,32.46,8.76,0,0,0,0,0,0,0,0,0,0,17.3,08:46,14:59,376,42.93,94.03,94.03,42.18,16.09,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,57.96,78.66,50,57.49,41.015,47.72,36.16,41.5,1,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,32.185,32.33,25.54,27.995,27.005,33.8,26.525,27.41,36.23,37.5,32.96,36.125,CLEAN,nan,nan,v2
WNW,2026-04-30,70.86,-541.36,30.86,60.46,3.12,14.87,5.64,-1.49,nan,nan,9.14,-21.95,-67.19,4.41,41.05,nan,nan,nan,nan,nan,nan,nan,-15.19,5,1,1,0,8536972,5870000,nan,nan,nan,-541.36,14.87,3.37,3.19,5.65,3.37,4.4767,0.7305,13.44,573950,121591,1330471,3.12,30.86,5.64,-1.49,0,0,0,0,0,0,0,0,0,0,-14.06,09:31,14:59,330,17.61,70.86,77.13,16.29,13.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3.79,4.23,3.79,4.23,4.05,4.35,4.05,4.31,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4.66,4.67,3.88,3.88,3.87,3.87,3.87,3.87,3.74,3.785,3.74,3.785,CLEAN,nan,nan,v2
